AT;#;Classification;Attack Line Content;Description;Correct Attack Type?
WPScan;7;"Reconnaissance,
Vulnerability Scanning";"IDS: “Web server 400 error code.”,
Raw Data: “HEAD /wp-content/plugins/change-wp-admin-login/ HTTP/1.1 404 146 https://intranet.price.fox.org WPScan v3.8.20 (https://wpscan.com/wordpress-security-scanner)”";Classification probably based on tool name WPScan and http code 404;Correct & expressive
WPScan;5;"Reconnaissance,
Vulnerability Scanning";"IDS: “Multiple web server 400 error codes from same source ip.”, mitre – technique: “Vulnerability Scanning”, id: “T1595.002”, tactic: “Reconnaissance”
Raw Data: “HEAD /wp-content/plugins/clean-image-filenames/ HTTP/1.1 404 146 https://intranet.price.fox.org WPScan v3.8.20 (https://wpscan.com/wordpress-security-scanner)”";Classification probably based on tool name WPScan and IDS mitre classification;Correct & expressive
WPScan;3;Vulnerability Scanning;"IDS: “Web server 400 error code.”, 
Raw Data: “HEAD /wp-content/plugins/regenerate-thumbnails-advanced/ HTTP/1.1 404 146 https://intranet.price.fox.org WPScan v3.8.20 (https://wpscan.com/wordpress-security-scanner)”";Classification probably based on tool name WPScan and http code 404;Correct & expressive
WPScan;1;"Vulnerability Scanning,
Information Gathering";"IDS: “Web server 400 error code.”,
Raw Data: “HEAD /wp-config.php- HTTP/1.1 404 146 https://intranet.price.fox.org WPScan v3.8.20 (https://wpscan.com/wordpress-security-scanner)”";Classification probably based on tool name WPScan and 404 http code;Correct & expressive
Dirb;4;"Vulnerability Scanning, 
Information Gathering";"IDS: “Web server 400 error code.”,  
Raw Data: “GET /academics HTTP/1.1 404 363 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on 404 http code responses from same source IP;Correct & expressive
Dirb;1;"Vulnerability Scanning,  
Information Gathering";"IDS: “Multiple web server 400 error codes from same source ip.”, mitre – technique: “Vulnerability Scanning”, id: “T1595.002”, tactic: “Reconnaissance”
Raw Data: “GET /accountants HTTP/1.1 404 363 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on 404 http code responses and IDS mitre classification;Correct & expressive
Dirb;1;"Vulnerability Scanning,
Web Content Discovery";"IDS: “Multiple web server 400 error codes from same source ip.”, mitre – technique: “Vulnerability Scanning”, id: “T1595.002”, tactic: “Reconnaissance”,
Raw Data: “GET /bea HTTP/1.1 404 363 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on 404 http code and IDS mitre classification;Correct & expressive
Dirb;7;"Vulnerability Scanning,
Web Content Discovery";"IDS: “Web server 400 error code.”,
Raw Data: “GET /beheer HTTP/1.1 404 363 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on 404 http code responses from same source IP;Correct & expressive
Dirb;1;"Attempted Access to Forbidden Files/Directories,
Information Gathering";"IDS: “Apache: Attempt to access forbidden file or directory.”,
Raw Data: “AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/plugins/.htpasswd_”";Classification probably based on access attempt to sensitives files;Correct & expressive
Dirb;1;"Vulnerability Scanning, 
Web Content Discovery";"IDS: “Multiple web server 400 error codes from same source ip.”, mitre – technique: “Vulnerability Scanning”, id: “T1595.002”, tactic: “Reconnaissance”
Raw Data: “GET /wp-includes/js/tinymce/skins/wordpress/ibm HTTP/1.1 404 363 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on 404 http code responses and IDS mitre classification;Correct & expressive
Password Cracking;2;"Network Protocol Anomaly, 
Evasion";"IDS: “Suricata: Alert - SURICATA HTTP unable to match response to request”
Raw Data: “SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP}”";Classification probably based on tool name suricata and protocol http;Alternate explanation for alert
Password Cracking;8;"TLS Anomaly, 
Network Evasion";"IDS: “SURICATA TLS invalid handshake message”, “SURICATA TLS invalid record/traffic”
Raw Data: “SURICATA TLS invalid record/traffic [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP}”";Classification probably based on tool name suricata and protocol TLS;Alternate explanation for alert
Password Cracking;1;"Password Guessing, 
Brute Force";"IDS: “PAM: User login failed.”, mitre – technique: “Password Guessing”, id: “T1110.001”, tactic: “Credential Access”
Raw Data: “taylorcruz-mail auth: pam_unix(dovecot:auth): authentication failure; logname= uid=0 euid=0 tty=dovecot ruser=christopher.friedman rhost=192.168.128.195 user=christopher.friedman”";Classification probably based on failed PAM authentication attempt;Correct & expressive
Privilege Escalation;1;"Privilege Escalation, 
Defense Evasion,
Persistence,
Initial Access";"IDS: “User successfully changed UID.”, mitre – technique: “Valid Accounts”, id: “T1078”, tactic: “Defense Evasion”, “Persistence”, “Privilege Escalation”, “Initial Access”
Raw Data: “intranet-server su[28816]: + /dev/pts/1 www-data:phopkins”";Classification probably based on mitre IDS classification, too generic because all classifications are used;Too generic
Privilege Escalation;4;"Privilege Escalation, 
Defense Evasion,
Persistence,
Initial Access";"IDS: “PAM: Login session opened.”, mitre – technique: “Valid Accounts”, id: “T1078”, tactic: “Defense Evasion, Persistence, Privilege Escalation, Initial Access”
Raw Data: “intranet-server su[28816]: pam_unix(su:session): session opened for user phopkins by (uid=33)”";Classification probably based on mitre IDS classification, too generic because all classifications are used;Too generic
Privilege Escalation;1;"Privilege Escalation, 
Defense Evasion";"IDS: “Successful sudo to ROOT executed.”, mitre – technqiue: “Sudo and Sudo Caching”, id: “T1548.003”, tactic: “Privilege Escalation”, “Defense Evasion”,
Raw Data: “intranet-server sudo: phopkins : TTY=pts/1 ; PWD=/var/www/intranet.price.fox.org/wp-content/uploads/2022/01 ; USER=root ; COMMAND=list”";Classification probably based on mitre IDS classification, a little generic as the IDS classification was just used;Correct & expressive
Privilege Escalation;1;"Privilege Escalation, 
Defense Evasion, 
Discovery";"IDS: “Successful sudo to ROOT executed.”, mitre – technique: “Sudo and Sudo Caching”, id: “T1548.003”, tactic: “Privilege Escalation, Defense Evasion”,
Raw Data: “intranet-server sudo: phopkins : TTY=pts/1 ; PWD=/var/www/intranet.price.fox.org/wp-content/uploads/2022/01 ; USER=root ; COMMAND=/bin/ls -laR /root/”";Classification probably based on mitre IDS classification and tool name sudo, classification is quite generic;Too generic
Privilege Escalation;1;"Privilege Escalation, 
Defense Evasion, 
Credential Access";"IDS: “Successful sudo to ROOT executed.”, mitre – technique: “Sudo and Sudo Caching”, id: “T1548.003”, tactic: “Privilege Escalation”, “Defense Evasion”
Raw Data: “intranet-server sudo: phopkins : TTY=pts/1 ; PWD=/var/www/intranet.price.fox.org/wp-content/uploads/2022/01 ; USER=root ; COMMAND=/bin/cat /etc/shadow”";Classification probably based on mitre IDS classification and tool name sudo, classification is quite generic;Too generic
;72;;;;
