AT;#;Classification;Attack Line Content;Description;Correct Attack Type?
Dirb;6;"Reconnaissance,  
Vulnerability Scanning";"IDS: “Web server 400 error code.”
Raw Data: “GET /wp-admin/user/webcalendar HTTP/1.1 404 363 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on http status code 404 and attempted access to WordPress folder;Correct & expressive
Dirb;1;"Reconnaissance, 
Attempted Access";"IDS: “Apache: Attempt to access forbidden file or directory.”
Raw Data: “AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/plugins/.htpasswd_”";Classification probably based on attempted access to password file;Too generic
Password Cracking;1;"Network Anomaly,
Potential Evasion Technique";IDS: “SURICATA HTTP unable to match response to request”;Classification probably based on protocol name http and tool name suricata;Too generic
Password Cracking;1;"Network Anomaly,
Potential Evasion Technique";"IDS: “IDS event.”,
Raw Data: “SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP}”";Classification probably based on protocol name http and tool name suricata;Too generic
Password Cracking;2;"Network Anomaly,
Potential Evasion Technique";IDS: “Suricata: Alert - SURICATA TLS invalid handshake message”;Classification probably based on tool name suricata and protocol TLS;Too generic
Password Cracking;2;"Network Anomaly,
Potential Evasion Technique";"IDS: “IDS event.”
Raw Data: “SURICATA TLS invalid record/traffic [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP}”";Classification probably based on tool name suricata and protocol TLS;Too generic
Password Cracking;1;"Credential Access, 
Brute Force";"IDS: “PAM: User login failed.”, mitre – technique: “Password Guessing”, id: “T1110.001”, tactic: “Credential Access”
Raw data: “taylorcruz-mail auth: pam_unix(dovecot:auth): authentication failure; logname= uid=0 euid=0 tty=dovecot ruser=christopher.friedman rhost=192.168.128.195  user=christopher.friedman”";Classification probably based on IDS mitre classification;Correct & expressive
Password Cracking;2;"Network Anomaly,
Potential Evasion Technique";"IDS: “IDS event.”
Raw Data: “SURICATA TLS invalid handshake message [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP}”";Classification probably based on tool name suricata and protocol TLS;Too generic
Password Cracking;2;"Network Anomaly,
Potential Evasion Technique";IDS: “Suricata: Alert - SURICATA TLS invalid record/traffic”;Classification probably based on tool name suricata and protocol TLS;Too generic
Privilege Escalation;1;"Privilege Escalation, 
Defense Evasion";"IDS: “User successfully changed UID.”, mitre – technique: “Valid Accounts”, id: “T1078”, tactic: “Defense Evasion”,  “Persistence”, “Privilege Escalation”, “Initial Access”
Raw data: “intranet-server su[28816]: + /dev/pts/1 www-data:phopkins”";Classification probably based on IDS mitre classification;Correct & expressive
Privilege Escalation;1;"Privilege Escalation, 
Defense Evasion";"IDS: “PAM: Login session opened.”, mitre – technique: “Valid Accounts”, id: “T1078”, tactic: “Defense Evasion”,  “Persistence”, “Privilege Escalation”, “Initial Access”
Raw data: “intranet-server su[28816]: pam_unix(su:session): session opened for user phopkins by (uid=33)”";Classification probably based on IDS mitre classification;Correct & expressive
Privilege Escalation;1;"Privilege Escalation, 
Defense Evasion";"IDS: “PAM: Login session opened.”, mitre – technique: “Valid Accounts”, id: “T1078”, tactic: “Defense Evasion”,  “Persistence”, “Privilege Escalation”, “Initial Access”
Raw data: “intranet-server systemd: pam_unix(systemd-user:session): session opened for user phopkins by (uid=0)”";Classification probably based on IDS mitre classification;Correct & expressive
Privilege Escalation;2;"Privilege Escalation, 
Discovery";"IDS: “Successful sudo to ROOT executed.”, “PAM: Login session opened.”, mitre – technique: “Sudo and Sudo Caching”, id: “T1548.003”, tactic: “Privilege Escalation”, “Defense Evasion”
Raw Data: “intranet-server sudo: phopkins : TTY=pts/1 ; PWD=/var/www/intranet.price.fox.org/wp-content/uploads/2022/01 ; USER=root ; COMMAND=list”";Classification probably based on IDS mitre classification;Correct & expressive
Privilege Escalation;2;Privilege Escalation;"IDS: “PAM: Login session opened.”, mitre – technique: “Valid Accounts”, id: “T1078”, tactic: “Defense Evasion”, “Persistence”, “Privilege Escalation”, “Initial Access”
Raw Data: “intranet-server sudo: pam_unix(sudo:session): session opened for user root by (uid=0)”";Classification probably based on IDS mitre classification and tool name sudo;Correct & expressive
Privilege Escalation;1;"Privilege Escalation,
Credential Access";"IDS: “Successful sudo to ROOT executed.”, mitre – technique: “Sudo and Sudo Caching”, id: “T1548.003”, tactic: “Privilege Escalation”, “Defense Evasion”
Raw Data: “intranet-server sudo: phopkins : TTY=pts/1 ; PWD=/var/www/intranet.price.fox.org/wp-content/uploads/2022/01 ; USER=root ; COMMAND=/bin/cat /etc/shadow”";Classification probably based on IDS mitre classification and tool name sudo;Correct & expressive
;89;;;;
